microorganism;antibiotic
Pseudomonas syringae savastanoi;Cefotiam
Pseudomonas syringae savastanoi;Cefoxitin
Pseudomonas syringae savastanoi;Cefprozil
Pseudomonas syringae savastanoi;Cefroxadine
Pseudomonas syringae savastanoi;Ceftezole
Pseudomonas syringae savastanoi;Cefuroxime
Pseudomonas syringae savastanoi;Cefuroxime axetil
Pseudomonas syringae savastanoi;Cephradine
Pseudomonas syringae savastanoi;Clarithromycin
Pseudomonas syringae savastanoi;Clindamycin
Pseudomonas syringae savastanoi;Cycloserine
Pseudomonas syringae savastanoi;Dalbavancin
Pseudomonas syringae savastanoi;Dirithromycin
Pseudomonas syringae savastanoi;Erythromycin
Pseudomonas syringae savastanoi;Flurithromycin
Pseudomonas syringae savastanoi;Fusidic acid
Pseudomonas syringae savastanoi;Gamithromycin
Pseudomonas syringae savastanoi;Josamycin
Pseudomonas syringae savastanoi;Kitasamycin
Pseudomonas syringae savastanoi;Lincomycin
Pseudomonas syringae savastanoi;Linezolid
Pseudomonas syringae savastanoi;Loracarbef
Pseudomonas syringae savastanoi;Meleumycin
Pseudomonas syringae savastanoi;Midecamycin
Pseudomonas syringae savastanoi;Miocamycin
Pseudomonas syringae savastanoi;Nafithromycin
Pseudomonas syringae savastanoi;Norvancomycin
Pseudomonas syringae savastanoi;Oleandomycin
Pseudomonas syringae savastanoi;Oritavancin
Pseudomonas syringae savastanoi;Pirlimycin
Pseudomonas syringae savastanoi;Pristinamycin
Pseudomonas syringae savastanoi;Quinupristin/dalfopristin
Pseudomonas syringae savastanoi;Ramoplanin
Pseudomonas syringae savastanoi;Rifampicin
Pseudomonas syringae savastanoi;Rokitamycin
Pseudomonas syringae savastanoi;Roxithromycin
Pseudomonas syringae savastanoi;Solithromycin
Pseudomonas syringae savastanoi;Spiramycin
Pseudomonas syringae savastanoi;Tedizolid
Pseudomonas syringae savastanoi;Teicoplanin
Pseudomonas syringae savastanoi;Telavancin
Pseudomonas syringae savastanoi;Telithromycin
Pseudomonas syringae savastanoi;Thiacetazone
Pseudomonas syringae savastanoi;Tildipirosin
Pseudomonas syringae savastanoi;Tilmicosin
Pseudomonas syringae savastanoi;Troleandomycin
Pseudomonas syringae savastanoi;Tulathromycin
Pseudomonas syringae savastanoi;Tylosin
Pseudomonas syringae savastanoi;Tylvalosin
Pseudomonas syringae savastanoi;Vancomycin
Pseudomonas syringae syringae;Acetylmidecamycin
Pseudomonas syringae syringae;Acetylspiramycin
Pseudomonas syringae syringae;Avoparcin
Pseudomonas syringae syringae;Azithromycin
Pseudomonas syringae syringae;Benzylpenicillin
Pseudomonas syringae syringae;Bleomycin
Pseudomonas syringae syringae;Cadazolid
Pseudomonas syringae syringae;Cefacetrile
Pseudomonas syringae syringae;Cefaclor
Pseudomonas syringae syringae;Cefadroxil
Pseudomonas syringae syringae;Cefalexin
Pseudomonas syringae syringae;Cefaloridine
Pseudomonas syringae syringae;Cefalotin
Pseudomonas syringae syringae;Cefamandole
Pseudomonas syringae syringae;Cefapirin
Pseudomonas syringae syringae;Cefatrizine
Pseudomonas syringae syringae;Cefazedone
Pseudomonas syringae syringae;Cefazolin
Pseudomonas syringae syringae;Cefmetazole
Pseudomonas syringae syringae;Cefonicid
Pseudomonas syringae syringae;Ceforanide
Pseudomonas syringae syringae;Cefotetan
Pseudomonas syringae syringae;Cefotiam
Pseudomonas syringae syringae;Cefoxitin
Pseudomonas syringae syringae;Cefprozil
Pseudomonas syringae syringae;Cefroxadine
Pseudomonas syringae syringae;Ceftezole
Pseudomonas syringae syringae;Cefuroxime
Pseudomonas syringae syringae;Cefuroxime axetil
Pseudomonas syringae syringae;Cephradine
Pseudomonas syringae syringae;Clarithromycin
Pseudomonas syringae syringae;Clindamycin
Pseudomonas syringae syringae;Cycloserine
Pseudomonas syringae syringae;Dalbavancin
Pseudomonas syringae syringae;Dirithromycin
Pseudomonas syringae syringae;Erythromycin
Pseudomonas syringae syringae;Flurithromycin
Pseudomonas syringae syringae;Fusidic acid
Pseudomonas syringae syringae;Gamithromycin
Pseudomonas syringae syringae;Josamycin
Pseudomonas syringae syringae;Kitasamycin
Pseudomonas syringae syringae;Lincomycin
Pseudomonas syringae syringae;Linezolid
Pseudomonas syringae syringae;Loracarbef
Pseudomonas syringae syringae;Meleumycin
Pseudomonas syringae syringae;Midecamycin
Pseudomonas syringae syringae;Miocamycin
Pseudomonas syringae syringae;Nafithromycin
Pseudomonas syringae syringae;Norvancomycin
Pseudomonas syringae syringae;Oleandomycin
Pseudomonas syringae syringae;Oritavancin
Pseudomonas syringae syringae;Pirlimycin
Pseudomonas syringae syringae;Pristinamycin
Pseudomonas syringae syringae;Quinupristin/dalfopristin
Pseudomonas syringae syringae;Ramoplanin
Pseudomonas syringae syringae;Rifampicin
Pseudomonas syringae syringae;Rokitamycin
Pseudomonas syringae syringae;Roxithromycin
Pseudomonas syringae syringae;Solithromycin
Pseudomonas syringae syringae;Spiramycin
Pseudomonas syringae syringae;Tedizolid
Pseudomonas syringae syringae;Teicoplanin
Pseudomonas syringae syringae;Telavancin
Pseudomonas syringae syringae;Telithromycin
Pseudomonas syringae syringae;Thiacetazone
Pseudomonas syringae syringae;Tildipirosin
Pseudomonas syringae syringae;Tilmicosin
Pseudomonas syringae syringae;Troleandomycin
Pseudomonas syringae syringae;Tulathromycin
Pseudomonas syringae syringae;Tylosin
Pseudomonas syringae syringae;Tylvalosin
Pseudomonas syringae syringae;Vancomycin
Pseudomonas taeanensis;Acetylmidecamycin
Pseudomonas taeanensis;Acetylspiramycin
Pseudomonas taeanensis;Avoparcin
Pseudomonas taeanensis;Azithromycin
Pseudomonas taeanensis;Benzylpenicillin
Pseudomonas taeanensis;Bleomycin
Pseudomonas taeanensis;Cadazolid
Pseudomonas taeanensis;Cefacetrile
Pseudomonas taeanensis;Cefaclor
Pseudomonas taeanensis;Cefadroxil
Pseudomonas taeanensis;Cefalexin
Pseudomonas taeanensis;Cefaloridine
Pseudomonas taeanensis;Cefalotin
Pseudomonas taeanensis;Cefamandole
Pseudomonas taeanensis;Cefapirin
Pseudomonas taeanensis;Cefatrizine
Pseudomonas taeanensis;Cefazedone
Pseudomonas taeanensis;Cefazolin
Pseudomonas taeanensis;Cefmetazole
Pseudomonas taeanensis;Cefonicid
Pseudomonas taeanensis;Ceforanide
Pseudomonas taeanensis;Cefotetan
Pseudomonas taeanensis;Cefotiam
Pseudomonas taeanensis;Cefoxitin
Pseudomonas taeanensis;Cefprozil
Pseudomonas taeanensis;Cefroxadine
Pseudomonas taeanensis;Ceftezole
Pseudomonas taeanensis;Cefuroxime
Pseudomonas taeanensis;Cefuroxime axetil
Pseudomonas taeanensis;Cephradine
Pseudomonas taeanensis;Clarithromycin
Pseudomonas taeanensis;Clindamycin
Pseudomonas taeanensis;Cycloserine
Pseudomonas taeanensis;Dalbavancin
Pseudomonas taeanensis;Dirithromycin
Pseudomonas taeanensis;Erythromycin
Pseudomonas taeanensis;Flurithromycin
Pseudomonas taeanensis;Fusidic acid
Pseudomonas taeanensis;Gamithromycin
Pseudomonas taeanensis;Josamycin
Pseudomonas taeanensis;Kitasamycin
Pseudomonas taeanensis;Lincomycin
Pseudomonas taeanensis;Linezolid
Pseudomonas taeanensis;Loracarbef
Pseudomonas taeanensis;Meleumycin
Pseudomonas taeanensis;Midecamycin
Pseudomonas taeanensis;Miocamycin
Pseudomonas taeanensis;Nafithromycin
Pseudomonas taeanensis;Norvancomycin
Pseudomonas taeanensis;Oleandomycin
Pseudomonas taeanensis;Oritavancin
Pseudomonas taeanensis;Pirlimycin
Pseudomonas taeanensis;Pristinamycin
Pseudomonas taeanensis;Quinupristin/dalfopristin
Pseudomonas taeanensis;Ramoplanin
Pseudomonas taeanensis;Rifampicin
Pseudomonas taeanensis;Rokitamycin
Pseudomonas taeanensis;Roxithromycin
Pseudomonas taeanensis;Solithromycin
Pseudomonas taeanensis;Spiramycin
Pseudomonas taeanensis;Tedizolid
Pseudomonas taeanensis;Teicoplanin
Pseudomonas taeanensis;Telavancin
Pseudomonas taeanensis;Telithromycin
Pseudomonas taeanensis;Thiacetazone
Pseudomonas taeanensis;Tildipirosin
Pseudomonas taeanensis;Tilmicosin
Pseudomonas taeanensis;Troleandomycin
Pseudomonas taeanensis;Tulathromycin
Pseudomonas taeanensis;Tylosin
Pseudomonas taeanensis;Tylvalosin
Pseudomonas taeanensis;Vancomycin
Pseudomonas taetrolens;Acetylmidecamycin
Pseudomonas taetrolens;Acetylspiramycin
Pseudomonas taetrolens;Avoparcin
Pseudomonas taetrolens;Azithromycin
Pseudomonas taetrolens;Benzylpenicillin
Pseudomonas taetrolens;Bleomycin
Pseudomonas taetrolens;Cadazolid
Pseudomonas taetrolens;Cefacetrile
Pseudomonas taetrolens;Cefaclor
Pseudomonas taetrolens;Cefadroxil
Pseudomonas taetrolens;Cefalexin
Pseudomonas taetrolens;Cefaloridine
Pseudomonas taetrolens;Cefalotin
Pseudomonas taetrolens;Cefamandole
Pseudomonas taetrolens;Cefapirin
Pseudomonas taetrolens;Cefatrizine
Pseudomonas taetrolens;Cefazedone
Pseudomonas taetrolens;Cefazolin
Pseudomonas taetrolens;Cefmetazole
Pseudomonas taetrolens;Cefonicid
Pseudomonas taetrolens;Ceforanide
Pseudomonas taetrolens;Cefotetan
Pseudomonas taetrolens;Cefotiam
Pseudomonas taetrolens;Cefoxitin
Pseudomonas taetrolens;Cefprozil
Pseudomonas taetrolens;Cefroxadine
Pseudomonas taetrolens;Ceftezole
Pseudomonas taetrolens;Cefuroxime
Pseudomonas taetrolens;Cefuroxime axetil
Pseudomonas taetrolens;Cephradine
Pseudomonas taetrolens;Clarithromycin
Pseudomonas taetrolens;Clindamycin
Pseudomonas taetrolens;Cycloserine
Pseudomonas taetrolens;Dalbavancin
Pseudomonas taetrolens;Dirithromycin
Pseudomonas taetrolens;Erythromycin
Pseudomonas taetrolens;Flurithromycin
Pseudomonas taetrolens;Fusidic acid
Pseudomonas taetrolens;Gamithromycin
Pseudomonas taetrolens;Josamycin
Pseudomonas taetrolens;Kitasamycin
Pseudomonas taetrolens;Lincomycin
Pseudomonas taetrolens;Linezolid
Pseudomonas taetrolens;Loracarbef
Pseudomonas taetrolens;Meleumycin
Pseudomonas taetrolens;Midecamycin
Pseudomonas taetrolens;Miocamycin
Pseudomonas taetrolens;Nafithromycin
Pseudomonas taetrolens;Norvancomycin
Pseudomonas taetrolens;Oleandomycin
Pseudomonas taetrolens;Oritavancin
Pseudomonas taetrolens;Pirlimycin
Pseudomonas taetrolens;Pristinamycin
Pseudomonas taetrolens;Quinupristin/dalfopristin
Pseudomonas taetrolens;Ramoplanin
Pseudomonas taetrolens;Rifampicin
Pseudomonas taetrolens;Rokitamycin
Pseudomonas taetrolens;Roxithromycin
Pseudomonas taetrolens;Solithromycin
Pseudomonas taetrolens;Spiramycin
Pseudomonas taetrolens;Tedizolid
Pseudomonas taetrolens;Teicoplanin
Pseudomonas taetrolens;Telavancin
Pseudomonas taetrolens;Telithromycin
Pseudomonas taetrolens;Thiacetazone
Pseudomonas taetrolens;Tildipirosin
Pseudomonas taetrolens;Tilmicosin
Pseudomonas taetrolens;Troleandomycin
Pseudomonas taetrolens;Tulathromycin
Pseudomonas taetrolens;Tylosin
Pseudomonas taetrolens;Tylvalosin
Pseudomonas taetrolens;Vancomycin
Pseudomonas taiwanensis;Acetylmidecamycin
Pseudomonas taiwanensis;Acetylspiramycin
Pseudomonas taiwanensis;Avoparcin
Pseudomonas taiwanensis;Azithromycin
Pseudomonas taiwanensis;Benzylpenicillin
Pseudomonas taiwanensis;Bleomycin
Pseudomonas taiwanensis;Cadazolid
Pseudomonas taiwanensis;Cefacetrile
Pseudomonas taiwanensis;Cefaclor
Pseudomonas taiwanensis;Cefadroxil
Pseudomonas taiwanensis;Cefalexin
Pseudomonas taiwanensis;Cefaloridine
Pseudomonas taiwanensis;Cefalotin
Pseudomonas taiwanensis;Cefamandole
Pseudomonas taiwanensis;Cefapirin
Pseudomonas taiwanensis;Cefatrizine
Pseudomonas taiwanensis;Cefazedone
Pseudomonas taiwanensis;Cefazolin
Pseudomonas taiwanensis;Cefmetazole
Pseudomonas taiwanensis;Cefonicid
Pseudomonas taiwanensis;Ceforanide
Pseudomonas taiwanensis;Cefotetan
Pseudomonas taiwanensis;Cefotiam
Pseudomonas taiwanensis;Cefoxitin
Pseudomonas taiwanensis;Cefprozil
Pseudomonas taiwanensis;Cefroxadine
Pseudomonas taiwanensis;Ceftezole
Pseudomonas taiwanensis;Cefuroxime
Pseudomonas taiwanensis;Cefuroxime axetil
Pseudomonas taiwanensis;Cephradine
Pseudomonas taiwanensis;Clarithromycin
Pseudomonas taiwanensis;Clindamycin
Pseudomonas taiwanensis;Cycloserine
Pseudomonas taiwanensis;Dalbavancin
Pseudomonas taiwanensis;Dirithromycin
Pseudomonas taiwanensis;Erythromycin
Pseudomonas taiwanensis;Flurithromycin
Pseudomonas taiwanensis;Fusidic acid
Pseudomonas taiwanensis;Gamithromycin
Pseudomonas taiwanensis;Josamycin
Pseudomonas taiwanensis;Kitasamycin
Pseudomonas taiwanensis;Lincomycin
Pseudomonas taiwanensis;Linezolid
Pseudomonas taiwanensis;Loracarbef
Pseudomonas taiwanensis;Meleumycin
Pseudomonas taiwanensis;Midecamycin
Pseudomonas taiwanensis;Miocamycin
Pseudomonas taiwanensis;Nafithromycin
Pseudomonas taiwanensis;Norvancomycin
Pseudomonas taiwanensis;Oleandomycin
Pseudomonas taiwanensis;Oritavancin
Pseudomonas taiwanensis;Pirlimycin
Pseudomonas taiwanensis;Pristinamycin
Pseudomonas taiwanensis;Quinupristin/dalfopristin
Pseudomonas taiwanensis;Ramoplanin
Pseudomonas taiwanensis;Rifampicin
Pseudomonas taiwanensis;Rokitamycin
Pseudomonas taiwanensis;Roxithromycin
Pseudomonas taiwanensis;Solithromycin
Pseudomonas taiwanensis;Spiramycin
Pseudomonas taiwanensis;Tedizolid
Pseudomonas taiwanensis;Teicoplanin
Pseudomonas taiwanensis;Telavancin
Pseudomonas taiwanensis;Telithromycin
Pseudomonas taiwanensis;Thiacetazone
Pseudomonas taiwanensis;Tildipirosin
Pseudomonas taiwanensis;Tilmicosin
Pseudomonas taiwanensis;Troleandomycin
Pseudomonas taiwanensis;Tulathromycin
Pseudomonas taiwanensis;Tylosin
Pseudomonas taiwanensis;Tylvalosin
Pseudomonas taiwanensis;Vancomycin
Pseudomonas tehranensis;Acetylmidecamycin
Pseudomonas tehranensis;Acetylspiramycin
Pseudomonas tehranensis;Avoparcin
Pseudomonas tehranensis;Azithromycin
Pseudomonas tehranensis;Benzylpenicillin
Pseudomonas tehranensis;Bleomycin
Pseudomonas tehranensis;Cadazolid
Pseudomonas tehranensis;Cefacetrile
Pseudomonas tehranensis;Cefaclor
Pseudomonas tehranensis;Cefadroxil
Pseudomonas tehranensis;Cefalexin
Pseudomonas tehranensis;Cefaloridine
Pseudomonas tehranensis;Cefalotin
Pseudomonas tehranensis;Cefamandole
Pseudomonas tehranensis;Cefapirin
Pseudomonas tehranensis;Cefatrizine
Pseudomonas tehranensis;Cefazedone
Pseudomonas tehranensis;Cefazolin
Pseudomonas tehranensis;Cefmetazole
Pseudomonas tehranensis;Cefonicid
Pseudomonas tehranensis;Ceforanide
Pseudomonas tehranensis;Cefotetan
Pseudomonas tehranensis;Cefotiam
Pseudomonas tehranensis;Cefoxitin
Pseudomonas tehranensis;Cefprozil
Pseudomonas tehranensis;Cefroxadine
Pseudomonas tehranensis;Ceftezole
Pseudomonas tehranensis;Cefuroxime
Pseudomonas tehranensis;Cefuroxime axetil
Pseudomonas tehranensis;Cephradine
Pseudomonas tehranensis;Clarithromycin
Pseudomonas tehranensis;Clindamycin
Pseudomonas tehranensis;Cycloserine
Pseudomonas tehranensis;Dalbavancin
Pseudomonas tehranensis;Dirithromycin
Pseudomonas tehranensis;Erythromycin
Pseudomonas tehranensis;Flurithromycin
Pseudomonas tehranensis;Fusidic acid
Pseudomonas tehranensis;Gamithromycin
Pseudomonas tehranensis;Josamycin
Pseudomonas tehranensis;Kitasamycin
Pseudomonas tehranensis;Lincomycin
Pseudomonas tehranensis;Linezolid
Pseudomonas tehranensis;Loracarbef
Pseudomonas tehranensis;Meleumycin
Pseudomonas tehranensis;Midecamycin
Pseudomonas tehranensis;Miocamycin
Pseudomonas tehranensis;Nafithromycin
Pseudomonas tehranensis;Norvancomycin
Pseudomonas tehranensis;Oleandomycin
Pseudomonas tehranensis;Oritavancin
Pseudomonas tehranensis;Pirlimycin
Pseudomonas tehranensis;Pristinamycin
Pseudomonas tehranensis;Quinupristin/dalfopristin
Pseudomonas tehranensis;Ramoplanin
Pseudomonas tehranensis;Rifampicin
Pseudomonas tehranensis;Rokitamycin
Pseudomonas tehranensis;Roxithromycin
Pseudomonas tehranensis;Solithromycin
Pseudomonas tehranensis;Spiramycin
Pseudomonas tehranensis;Tedizolid
Pseudomonas tehranensis;Teicoplanin
Pseudomonas tehranensis;Telavancin
Pseudomonas tehranensis;Telithromycin
Pseudomonas tehranensis;Thiacetazone
Pseudomonas tehranensis;Tildipirosin
Pseudomonas tehranensis;Tilmicosin
Pseudomonas tehranensis;Troleandomycin
Pseudomonas tehranensis;Tulathromycin
Pseudomonas tehranensis;Tylosin
Pseudomonas tehranensis;Tylvalosin
Pseudomonas tehranensis;Vancomycin
Pseudomonas tensinigenes;Acetylmidecamycin
Pseudomonas tensinigenes;Acetylspiramycin
Pseudomonas tensinigenes;Avoparcin
Pseudomonas tensinigenes;Azithromycin
Pseudomonas tensinigenes;Benzylpenicillin
Pseudomonas tensinigenes;Bleomycin
Pseudomonas tensinigenes;Cadazolid
Pseudomonas tensinigenes;Cefacetrile
Pseudomonas tensinigenes;Cefaclor
Pseudomonas tensinigenes;Cefadroxil
Pseudomonas tensinigenes;Cefalexin
Pseudomonas tensinigenes;Cefaloridine
Pseudomonas tensinigenes;Cefalotin
Pseudomonas tensinigenes;Cefamandole
Pseudomonas tensinigenes;Cefapirin
Pseudomonas tensinigenes;Cefatrizine
Pseudomonas tensinigenes;Cefazedone
Pseudomonas tensinigenes;Cefazolin
Pseudomonas tensinigenes;Cefmetazole
Pseudomonas tensinigenes;Cefonicid
Pseudomonas tensinigenes;Ceforanide
Pseudomonas tensinigenes;Cefotetan
Pseudomonas tensinigenes;Cefotiam
Pseudomonas tensinigenes;Cefoxitin
Pseudomonas tensinigenes;Cefprozil
Pseudomonas tensinigenes;Cefroxadine
Pseudomonas tensinigenes;Ceftezole
Pseudomonas tensinigenes;Cefuroxime
Pseudomonas tensinigenes;Cefuroxime axetil
Pseudomonas tensinigenes;Cephradine
Pseudomonas tensinigenes;Clarithromycin
Pseudomonas tensinigenes;Clindamycin
Pseudomonas tensinigenes;Cycloserine
Pseudomonas tensinigenes;Dalbavancin
Pseudomonas tensinigenes;Dirithromycin
Pseudomonas tensinigenes;Erythromycin
Pseudomonas tensinigenes;Flurithromycin
Pseudomonas tensinigenes;Fusidic acid
Pseudomonas tensinigenes;Gamithromycin
Pseudomonas tensinigenes;Josamycin
Pseudomonas tensinigenes;Kitasamycin
Pseudomonas tensinigenes;Lincomycin
Pseudomonas tensinigenes;Linezolid
Pseudomonas tensinigenes;Loracarbef
Pseudomonas tensinigenes;Meleumycin
Pseudomonas tensinigenes;Midecamycin
Pseudomonas tensinigenes;Miocamycin
Pseudomonas tensinigenes;Nafithromycin
Pseudomonas tensinigenes;Norvancomycin
Pseudomonas tensinigenes;Oleandomycin
Pseudomonas tensinigenes;Oritavancin
Pseudomonas tensinigenes;Pirlimycin
Pseudomonas tensinigenes;Pristinamycin
Pseudomonas tensinigenes;Quinupristin/dalfopristin
Pseudomonas tensinigenes;Ramoplanin
Pseudomonas tensinigenes;Rifampicin
Pseudomonas tensinigenes;Rokitamycin
Pseudomonas tensinigenes;Roxithromycin
Pseudomonas tensinigenes;Solithromycin
Pseudomonas tensinigenes;Spiramycin
Pseudomonas tensinigenes;Tedizolid
Pseudomonas tensinigenes;Teicoplanin
Pseudomonas tensinigenes;Telavancin
Pseudomonas tensinigenes;Telithromycin
Pseudomonas tensinigenes;Thiacetazone
Pseudomonas tensinigenes;Tildipirosin
Pseudomonas tensinigenes;Tilmicosin
Pseudomonas tensinigenes;Troleandomycin
Pseudomonas tensinigenes;Tulathromycin
Pseudomonas tensinigenes;Tylosin
Pseudomonas tensinigenes;Tylvalosin
Pseudomonas tensinigenes;Vancomycin
Pseudomonas thermotolerans;Acetylmidecamycin
Pseudomonas thermotolerans;Acetylspiramycin
Pseudomonas thermotolerans;Avoparcin
Pseudomonas thermotolerans;Azithromycin
Pseudomonas thermotolerans;Benzylpenicillin
Pseudomonas thermotolerans;Bleomycin
Pseudomonas thermotolerans;Cadazolid
Pseudomonas thermotolerans;Cefacetrile
Pseudomonas thermotolerans;Cefaclor
Pseudomonas thermotolerans;Cefadroxil
Pseudomonas thermotolerans;Cefalexin
Pseudomonas thermotolerans;Cefaloridine
Pseudomonas thermotolerans;Cefalotin
Pseudomonas thermotolerans;Cefamandole
Pseudomonas thermotolerans;Cefapirin
Pseudomonas thermotolerans;Cefatrizine
Pseudomonas thermotolerans;Cefazedone
Pseudomonas thermotolerans;Cefazolin
Pseudomonas thermotolerans;Cefmetazole
Pseudomonas thermotolerans;Cefonicid
Pseudomonas thermotolerans;Ceforanide
Pseudomonas thermotolerans;Cefotetan
Pseudomonas thermotolerans;Cefotiam
Pseudomonas thermotolerans;Cefoxitin
Pseudomonas thermotolerans;Cefprozil
Pseudomonas thermotolerans;Cefroxadine
Pseudomonas thermotolerans;Ceftezole
Pseudomonas thermotolerans;Cefuroxime
Pseudomonas thermotolerans;Cefuroxime axetil
Pseudomonas thermotolerans;Cephradine
Pseudomonas thermotolerans;Clarithromycin
Pseudomonas thermotolerans;Clindamycin
Pseudomonas thermotolerans;Cycloserine
Pseudomonas thermotolerans;Dalbavancin
Pseudomonas thermotolerans;Dirithromycin
Pseudomonas thermotolerans;Erythromycin
Pseudomonas thermotolerans;Flurithromycin
Pseudomonas thermotolerans;Fusidic acid
Pseudomonas thermotolerans;Gamithromycin
Pseudomonas thermotolerans;Josamycin
Pseudomonas thermotolerans;Kitasamycin
Pseudomonas thermotolerans;Lincomycin
Pseudomonas thermotolerans;Linezolid
Pseudomonas thermotolerans;Loracarbef
Pseudomonas thermotolerans;Meleumycin
Pseudomonas thermotolerans;Midecamycin
Pseudomonas thermotolerans;Miocamycin
Pseudomonas thermotolerans;Nafithromycin
Pseudomonas thermotolerans;Norvancomycin
Pseudomonas thermotolerans;Oleandomycin
Pseudomonas thermotolerans;Oritavancin
Pseudomonas thermotolerans;Pirlimycin
Pseudomonas thermotolerans;Pristinamycin
Pseudomonas thermotolerans;Quinupristin/dalfopristin
Pseudomonas thermotolerans;Ramoplanin
Pseudomonas thermotolerans;Rifampicin
Pseudomonas thermotolerans;Rokitamycin
Pseudomonas thermotolerans;Roxithromycin
Pseudomonas thermotolerans;Solithromycin
Pseudomonas thermotolerans;Spiramycin
Pseudomonas thermotolerans;Tedizolid
Pseudomonas thermotolerans;Teicoplanin
Pseudomonas thermotolerans;Telavancin
Pseudomonas thermotolerans;Telithromycin
Pseudomonas thermotolerans;Thiacetazone
Pseudomonas thermotolerans;Tildipirosin
Pseudomonas thermotolerans;Tilmicosin
Pseudomonas thermotolerans;Troleandomycin
Pseudomonas thermotolerans;Tulathromycin
Pseudomonas thermotolerans;Tylosin
Pseudomonas thermotolerans;Tylvalosin
Pseudomonas thermotolerans;Vancomycin
Pseudomonas thivervalensis;Acetylmidecamycin
Pseudomonas thivervalensis;Acetylspiramycin
Pseudomonas thivervalensis;Avoparcin
Pseudomonas thivervalensis;Azithromycin
Pseudomonas thivervalensis;Benzylpenicillin
Pseudomonas thivervalensis;Bleomycin
Pseudomonas thivervalensis;Cadazolid
Pseudomonas thivervalensis;Cefacetrile
Pseudomonas thivervalensis;Cefaclor
Pseudomonas thivervalensis;Cefadroxil
Pseudomonas thivervalensis;Cefalexin
Pseudomonas thivervalensis;Cefaloridine
Pseudomonas thivervalensis;Cefalotin
Pseudomonas thivervalensis;Cefamandole
Pseudomonas thivervalensis;Cefapirin
Pseudomonas thivervalensis;Cefatrizine
Pseudomonas thivervalensis;Cefazedone
Pseudomonas thivervalensis;Cefazolin
Pseudomonas thivervalensis;Cefmetazole
Pseudomonas thivervalensis;Cefonicid
Pseudomonas thivervalensis;Ceforanide
Pseudomonas thivervalensis;Cefotetan
Pseudomonas thivervalensis;Cefotiam
Pseudomonas thivervalensis;Cefoxitin
Pseudomonas thivervalensis;Cefprozil
Pseudomonas thivervalensis;Cefroxadine
Pseudomonas thivervalensis;Ceftezole
Pseudomonas thivervalensis;Cefuroxime
Pseudomonas thivervalensis;Cefuroxime axetil
Pseudomonas thivervalensis;Cephradine
Pseudomonas thivervalensis;Clarithromycin
Pseudomonas thivervalensis;Clindamycin
Pseudomonas thivervalensis;Cycloserine
Pseudomonas thivervalensis;Dalbavancin
Pseudomonas thivervalensis;Dirithromycin
Pseudomonas thivervalensis;Erythromycin
Pseudomonas thivervalensis;Flurithromycin
Pseudomonas thivervalensis;Fusidic acid
Pseudomonas thivervalensis;Gamithromycin
Pseudomonas thivervalensis;Josamycin
Pseudomonas thivervalensis;Kitasamycin
Pseudomonas thivervalensis;Lincomycin
Pseudomonas thivervalensis;Linezolid
Pseudomonas thivervalensis;Loracarbef
Pseudomonas thivervalensis;Meleumycin
Pseudomonas thivervalensis;Midecamycin
Pseudomonas thivervalensis;Miocamycin
Pseudomonas thivervalensis;Nafithromycin
Pseudomonas thivervalensis;Norvancomycin
Pseudomonas thivervalensis;Oleandomycin
Pseudomonas thivervalensis;Oritavancin
Pseudomonas thivervalensis;Pirlimycin
Pseudomonas thivervalensis;Pristinamycin
Pseudomonas thivervalensis;Quinupristin/dalfopristin
Pseudomonas thivervalensis;Ramoplanin
Pseudomonas thivervalensis;Rifampicin
Pseudomonas thivervalensis;Rokitamycin
Pseudomonas thivervalensis;Roxithromycin
Pseudomonas thivervalensis;Solithromycin
Pseudomonas thivervalensis;Spiramycin
Pseudomonas thivervalensis;Tedizolid
Pseudomonas thivervalensis;Teicoplanin
Pseudomonas thivervalensis;Telavancin
Pseudomonas thivervalensis;Telithromycin
Pseudomonas thivervalensis;Thiacetazone
Pseudomonas thivervalensis;Tildipirosin
Pseudomonas thivervalensis;Tilmicosin
Pseudomonas thivervalensis;Troleandomycin
Pseudomonas thivervalensis;Tulathromycin
Pseudomonas thivervalensis;Tylosin
Pseudomonas thivervalensis;Tylvalosin
Pseudomonas thivervalensis;Vancomycin
Pseudomonas tianjinensis;Acetylmidecamycin
Pseudomonas tianjinensis;Acetylspiramycin
Pseudomonas tianjinensis;Avoparcin
Pseudomonas tianjinensis;Azithromycin
Pseudomonas tianjinensis;Benzylpenicillin
Pseudomonas tianjinensis;Bleomycin
Pseudomonas tianjinensis;Cadazolid
Pseudomonas tianjinensis;Cefacetrile
Pseudomonas tianjinensis;Cefaclor
Pseudomonas tianjinensis;Cefadroxil
Pseudomonas tianjinensis;Cefalexin
Pseudomonas tianjinensis;Cefaloridine
Pseudomonas tianjinensis;Cefalotin
Pseudomonas tianjinensis;Cefamandole
Pseudomonas tianjinensis;Cefapirin
Pseudomonas tianjinensis;Cefatrizine
Pseudomonas tianjinensis;Cefazedone
Pseudomonas tianjinensis;Cefazolin
Pseudomonas tianjinensis;Cefmetazole
Pseudomonas tianjinensis;Cefonicid
Pseudomonas tianjinensis;Ceforanide
Pseudomonas tianjinensis;Cefotetan
Pseudomonas tianjinensis;Cefotiam
Pseudomonas tianjinensis;Cefoxitin
Pseudomonas tianjinensis;Cefprozil
